id,amount,status,user_id,payment_method_id,inserted_at,updated_at,amount_paid,fee,exchange_rate,deposit_type,dollar_instant_deposit_fee,dollar_processing_fee,currency
256315,20,Deleted,166450,2,2021-05-11T14:06:31.000Z,2021-05-11T14:06:44.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256409,450,Settlemented,77522,1,2021-05-11T15:38:42.000Z,2021-05-11T15:39:53.000Z,225696,5.04,$1/₦496.0,instant,1,4.04,NGN
255658,20,Settlemented,142738,7,2021-05-10T16:18:03.000Z,2021-05-12T13:09:08.000Z,10070,0.31,$1/₦496.0,standard,0,0.31,NGN
70807,4500,Settlemented,27384,4,2020-08-18T16:40:55.000Z,2020-08-18T16:42:47.000Z,4635,135,,instant,4.5,130.5,
256507,100,Deleted,166505,7,2021-05-11T18:22:04.000Z,2021-05-11T18:24:20.000Z,49750,0.31,$1/₦496.0,standard,0,0.31,NGN
256576,20,Deleted,145080,2,2021-05-11T20:44:43.000Z,2021-05-11T20:45:15.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
255568,62,Settlemented,105995,1,2021-05-10T14:21:18.000Z,2021-05-12T11:46:05.000Z,31182.53,0.87,$1/₦496.0,standard,0,0.87,NGN
256316,195,Deleted,97170,1,2021-05-11T14:07:53.000Z,2021-05-11T14:09:14.000Z,98570.08,3.73,$1/₦496.0,instant,1,2.73,NGN
256317,200,Deleted,20019,7,2021-05-11T14:09:46.000Z,2021-05-11T14:10:10.000Z,99846,1.31,$1/₦496.0,instant,1,0.31,NGN
256318,500,Settlemented,15675,7,2021-05-11T14:10:35.000Z,2021-05-12T17:24:49.000Z,248150,0.31,$1/₦496.0,standard,0,0.31,NGN
256319,2000,Deleted,53920,1,2021-05-11T14:11:31.000Z,2021-05-11T14:11:44.000Z,994992,6.04,$1/₦496.0,instant,2,4.04,NGN
256321,150,Deleted,165505,1,2021-05-11T14:16:33.000Z,2021-05-11T14:16:44.000Z,75441.6,2.1,$1/₦496.0,standard,0,2.1,NGN
256323,2020,Settlemented,68064,1,2021-05-11T14:18:02.000Z,2021-05-11T14:19:56.000Z,1004921.92,6.06,$1/₦496.0,instant,2.03,4.04,NGN
256347,20,Deleted,166551,4,2021-05-11T14:40:35.000Z,2021-05-11T14:40:47.000Z,20.58,0.58,,standard,0,0.58,USD
256324,50,Settlemented,166108,1,2021-05-11T14:18:11.000Z,2021-05-12T17:24:09.000Z,25147.2,0.7,$1/₦496.0,standard,0,0.7,NGN
109263,2100,Settlemented,51104,6,2020-11-18T12:19:14.000Z,2020-11-18T16:44:17.000Z,2100,0,,standard,0,0,
256325,195,Deleted,97170,1,2021-05-11T14:19:23.000Z,2021-05-11T14:20:10.000Z,98570.08,3.73,$1/₦496.0,instant,1,2.73,NGN
256326,400,Deleted,143281,2,2021-05-11T14:19:25.000Z,2021-05-11T14:20:10.000Z,200400,4.04,$1/₦496.0,standard,0,4.04,NGN
256327,100,Deleted,53845,7,2021-05-11T14:19:29.000Z,2021-05-11T14:19:54.000Z,49750,0.31,$1/₦496.0,standard,0,0.31,NGN
256439,1030,Deleted,166482,4,2021-05-11T16:18:46.000Z,2021-05-11T16:19:17.000Z,1059.87,29.87,,standard,0,29.87,USD
256497,100,Deleted,166663,7,2021-05-11T17:56:33.000Z,2021-05-11T17:56:47.000Z,49750,0.31,$1/₦496.0,standard,0,0.31,NGN
256328,85,Settlemented,111783,1,2021-05-11T14:21:06.000Z,2021-05-12T17:24:44.000Z,42750.24,1.19,$1/₦496.0,standard,0,1.19,NGN
256406,150,Settlemented,84716,1,2021-05-11T15:33:48.000Z,2021-05-11T15:36:14.000Z,75937.6,3.1,$1/₦496.0,instant,1,2.1,NGN
256329,20,Settlemented,31493,1,2021-05-11T14:21:44.000Z,2021-05-12T17:24:13.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256330,100,Deleted,164361,7,2021-05-11T14:21:50.000Z,2021-05-11T14:21:54.000Z,49750,0.31,$1/₦496.0,standard,0,0.31,NGN
256331,195,Deleted,97170,7,2021-05-11T14:22:14.000Z,2021-05-11T14:24:14.000Z,97366,1.31,$1/₦496.0,instant,1,0.31,NGN
74109,25,Rejected,43455,4,2020-08-24T20:35:25.000Z,2020-08-24T20:38:45.000Z,26.73,1.73,,instant,1,0.73,
256332,70,Deleted,106121,1,2021-05-11T14:23:02.000Z,2021-05-11T14:24:14.000Z,35702.08,1.98,$1/₦496.0,instant,1,0.98,NGN
256333,80,Settlemented,75387,1,2021-05-11T14:23:45.000Z,2021-05-11T14:25:28.000Z,40731.52,2.13,$1/₦496.0,instant,1,1.12,NGN
256334,20,Deleted,163004,1,2021-05-11T14:24:43.000Z,2021-05-11T14:25:10.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
106781,425,Deleted,65463,7,2020-11-11T19:08:44.000Z,2020-11-11T19:13:42.000Z,200180.5,0.32,$1/₦470.66,standard,0,0.32,
256335,200,Deleted,70134,7,2021-05-11T14:27:45.000Z,2021-05-11T14:29:15.000Z,99846,1.31,$1/₦496.0,instant,1,0.31,NGN
256336,2020,Rejected,68064,1,2021-05-11T14:27:56.000Z,2021-05-11T14:29:14.000Z,1004921.92,6.06,$1/₦496.0,instant,2.03,4.04,NGN
256337,500,Deleted,28178,7,2021-05-11T14:28:01.000Z,2021-05-11T14:29:14.000Z,248646,1.31,$1/₦496.0,instant,1,0.31,NGN
256338,195,Deleted,97170,1,2021-05-11T14:28:10.000Z,2021-05-11T14:29:15.000Z,98570.08,3.73,$1/₦496.0,instant,1,2.73,NGN
256345,20,Deleted,166513,1,2021-05-11T14:40:10.000Z,2021-05-11T14:40:10.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256339,22,Deleted,155629,7,2021-05-11T14:28:11.000Z,2021-05-11T14:29:15.000Z,11062,0.31,$1/₦496.0,standard,0,0.31,NGN
256453,62,Deleted,132511,1,2021-05-11T16:31:36.000Z,2021-05-11T16:31:46.000Z,31182.53,0.87,$1/₦496.0,standard,0,0.87,NGN
256457,20,Deleted,137316,2,2021-05-11T16:42:35.000Z,2021-05-11T16:44:18.000Z,10554.88,1.29,$1/₦496.0,instant,1,0.28,NGN
256340,20,Settlemented,24534,1,2021-05-11T14:29:03.000Z,2021-05-11T14:29:54.000Z,10554.88,1.29,$1/₦496.0,instant,1,0.28,NGN
256341,20,Deleted,166543,4,2021-05-11T14:33:14.000Z,2021-05-11T14:34:15.000Z,20.58,0.58,,standard,0,0.58,USD
256342,400,Deleted,28178,7,2021-05-11T14:35:40.000Z,2021-05-11T14:35:47.000Z,199046,1.31,$1/₦496.0,instant,1,0.31,NGN
116754,500000,Settlemented,32129,6,2020-11-30T12:53:18.000Z,2020-11-30T17:09:05.000Z,500000,0,,standard,0,0,
256366,20,Deleted,165712,1,2021-05-11T14:51:25.000Z,2021-05-11T14:51:44.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256343,20,Deleted,69320,3,2021-05-11T14:35:40.000Z,2021-05-11T14:35:47.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256413,20,Deleted,9014,2,2021-05-11T15:44:25.000Z,2021-05-11T15:45:11.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256524,20,Deleted,95422,7,2021-05-11T18:58:13.000Z,2021-05-11T18:59:20.000Z,10070,0.31,$1/₦496.0,standard,0,0.31,NGN
256344,5000,Deleted,163801,1,2021-05-11T14:38:27.000Z,2021-05-11T14:39:15.000Z,2482000,4.04,$1/₦496.0,standard,0,4.04,NGN
256348,20,Settlemented,40122,1,2021-05-11T14:42:08.000Z,2021-05-12T17:24:16.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256349,20,Settlemented,69320,3,2021-05-11T14:42:38.000Z,2021-05-12T17:24:22.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256350,20,Settlemented,99030,1,2021-05-11T14:42:39.000Z,2021-05-11T14:45:10.000Z,10554.88,1.29,$1/₦496.0,instant,1,0.28,NGN
256351,300,Deleted,117338,4,2021-05-11T14:44:30.000Z,2021-05-11T14:45:10.000Z,308.7,8.7,,standard,0,8.7,USD
256352,20,Deleted,166513,1,2021-05-11T14:45:01.000Z,2021-05-11T14:45:10.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256498,50,Deleted,68475,7,2021-05-11T18:00:52.000Z,2021-05-11T18:01:17.000Z,25446,1.31,$1/₦496.0,instant,1,0.31,NGN
256353,100,Deleted,885,7,2021-05-11T14:45:41.000Z,2021-05-11T14:45:47.000Z,50246,1.31,$1/₦496.0,instant,1,0.31,NGN
256355,80,Settlemented,57287,7,2021-05-11T14:46:12.000Z,2021-05-11T14:48:24.000Z,40326,1.31,$1/₦496.0,instant,1,0.31,NGN
256520,20,Deleted,164925,1,2021-05-11T18:55:05.000Z,2021-05-11T18:55:13.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256618,100,Deleted,166714,1,2021-05-11T22:28:18.000Z,2021-05-11T22:29:26.000Z,50294.4,1.4,$1/₦496.0,standard,0,1.4,NGN
256356,300,Deleted,28178,7,2021-05-11T14:46:18.000Z,2021-05-11T14:46:44.000Z,149446,1.31,$1/₦496.0,instant,1,0.31,NGN
65066,75,Rejected,49988,4,2020-08-06T11:52:05.000Z,2020-08-06T12:24:45.000Z,77.18,2.18,,standard,0,2.18,
256357,2000,Deleted,69371,7,2021-05-11T14:46:31.000Z,2021-05-11T14:46:44.000Z,992150,0.31,$1/₦496.0,standard,0,0.31,NGN
256359,500,Settlemented,117411,7,2021-05-11T14:48:21.000Z,2021-05-11T14:50:29.000Z,248646,1.31,$1/₦496.0,instant,1,0.31,NGN
256360,195,Deleted,97170,7,2021-05-11T14:48:29.000Z,2021-05-11T14:49:15.000Z,97366,1.31,$1/₦496.0,instant,1,0.31,NGN
256361,100,Rejected,59494,1,2021-05-11T14:48:32.000Z,2021-05-11T14:49:15.000Z,50294.4,1.4,$1/₦496.0,standard,0,1.4,NGN
65094,349.31,Settlemented,13367,6,2020-08-06T12:28:48.000Z,2020-08-06T16:21:32.000Z,349.31,0,,standard,0,0,
256362,50,Deleted,51296,7,2021-05-11T14:49:12.000Z,2021-05-11T14:49:15.000Z,24950,0.31,$1/₦496.0,standard,0,0.31,NGN
256363,2000,Rejected,53920,1,2021-05-11T14:49:22.000Z,2021-05-11T14:50:10.000Z,994992,6.04,$1/₦496.0,instant,2,4.04,NGN
256368,50,Deleted,51296,7,2021-05-11T14:52:06.000Z,2021-05-11T14:54:15.000Z,24950,0.31,$1/₦496.0,standard,0,0.31,NGN
256369,195,Deleted,97170,1,2021-05-11T14:52:12.000Z,2021-05-11T14:54:15.000Z,98570.08,3.73,$1/₦496.0,instant,1,2.73,NGN
256370,403.23,Deleted,60365,7,2021-05-11T14:53:52.000Z,2021-05-11T14:54:15.000Z,200152.09,0.31,$1/₦496.0,standard,0,0.31,NGN
256372,195,Deleted,97170,1,2021-05-11T14:54:41.000Z,2021-05-11T14:55:10.000Z,98570.08,3.73,$1/₦496.0,instant,1,2.73,NGN
256525,50,Deleted,154445,1,2021-05-11T18:58:51.000Z,2021-05-11T18:59:20.000Z,25147.2,0.7,$1/₦496.0,standard,0,0.7,NGN
256503,490,Settlemented,44029,4,2021-05-11T18:11:28.000Z,2021-05-11T19:06:38.000Z,505.21,15.21,,instant,1,14.21,USD
256373,20,Rejected,165712,1,2021-05-11T14:55:29.000Z,2021-05-11T15:00:06.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256374,100,Deleted,41860,2,2021-05-11T14:56:13.000Z,2021-05-11T14:56:16.000Z,50790.4,2.41,$1/₦496.0,instant,1,1.4,NGN
71215,18000,Settlemented,25718,6,2020-08-19T13:21:16.000Z,2020-08-19T16:29:52.000Z,18000,0,,standard,0,0,
256375,100,Deleted,41860,7,2021-05-11T14:56:32.000Z,2021-05-11T14:56:45.000Z,50246,1.31,$1/₦496.0,instant,1,0.31,NGN
256377,100,Deleted,41860,2,2021-05-11T14:59:09.000Z,2021-05-11T14:59:15.000Z,50790.4,2.41,$1/₦496.0,instant,1,1.4,NGN
256378,1000,Deleted,166482,4,2021-05-11T14:59:27.000Z,2021-05-11T15:00:11.000Z,1029,29,,standard,0,29,USD
95350,1000,Deleted,36009,4,2020-10-07T08:02:46.000Z,2020-10-07T08:04:24.000Z,1029,29,,standard,0,29,
256379,5000,Deleted,163651,2,2021-05-11T14:59:32.000Z,2021-05-11T15:00:11.000Z,2482000,4.04,$1/₦496.0,standard,0,4.04,NGN
256380,20000,Deleted,149505,7,2021-05-11T14:59:41.000Z,2021-05-11T15:00:10.000Z,9920150,0.31,$1/₦496.0,standard,0,0.31,NGN
256381,20,Deleted,166551,1,2021-05-11T14:59:55.000Z,2021-05-11T15:00:11.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256383,20,Deleted,165712,1,2021-05-11T15:01:47.000Z,2021-05-11T15:01:54.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256384,50,Deleted,149505,7,2021-05-11T15:02:30.000Z,2021-05-11T15:04:16.000Z,24950,0.31,$1/₦496.0,standard,0,0.31,NGN
95356,100,Deleted,39281,7,2020-10-07T08:17:58.000Z,2020-10-07T08:18:53.000Z,46408,0.33,$1/₦462.58,standard,0,0.33,
256385,20,Deleted,166551,7,2021-05-11T15:07:21.000Z,2021-05-11T15:09:16.000Z,10070,0.31,$1/₦496.0,standard,0,0.31,NGN
256690,30,Deleted,167036,1,2021-05-12T05:56:02.000Z,2021-05-12T05:56:21.000Z,15088.32,0.42,$1/₦496.0,standard,0,0.42,NGN
256386,20,Rejected,166551,3,2021-05-11T15:09:01.000Z,2021-05-11T15:09:16.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256506,30,Settlemented,26805,3,2021-05-11T18:18:52.000Z,2021-05-12T17:23:39.000Z,15088.32,0.42,$1/₦496.0,standard,0,0.42,NGN
256387,403.23,Deleted,60365,7,2021-05-11T15:10:41.000Z,2021-05-11T15:10:48.000Z,200152.09,0.31,$1/₦496.0,standard,0,0.31,NGN
74418,470,Settlemented,52107,6,2020-08-25T12:38:59.000Z,2020-08-25T15:46:40.000Z,470,0,,standard,0,0,
68865,75,Rejected,49717,4,2020-08-14T06:00:40.000Z,2020-08-14T06:28:44.000Z,77.18,2.18,,standard,0,2.18,
256388,195,Deleted,97170,1,2021-05-11T15:15:02.000Z,2021-05-11T15:15:11.000Z,98570.08,3.73,$1/₦496.0,instant,1,2.73,NGN
256389,20,Deleted,165143,2,2021-05-11T15:16:53.000Z,2021-05-11T15:16:54.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256390,700,Deleted,47199,7,2021-05-11T15:18:14.000Z,2021-05-11T15:19:16.000Z,347846,1.31,$1/₦496.0,instant,1,0.31,NGN
256391,700,Deleted,47199,1,2021-05-11T15:18:45.000Z,2021-05-11T15:19:16.000Z,349696,5.04,$1/₦496.0,instant,1,4.04,NGN
256392,20,Settlemented,45222,7,2021-05-11T15:19:24.000Z,2021-05-11T15:22:33.000Z,10566,1.31,$1/₦496.0,instant,1,0.31,NGN
256393,485,Settlemented,47199,1,2021-05-11T15:21:34.000Z,2021-05-11T15:22:49.000Z,243056,5.04,$1/₦496.0,instant,1,4.04,NGN
74304,1040,Settlemented,18736,4,2020-08-25T09:47:04.000Z,2020-08-25T09:48:37.000Z,1071.2,31.2,,instant,1.04,30.16,
256394,20.2,Deleted,163611,4,2021-05-11T15:22:57.000Z,2021-05-11T15:24:16.000Z,20.79,0.59,,standard,0,0.59,USD
256395,40000,Deleted,42131,7,2021-05-11T15:23:19.000Z,2021-05-11T15:24:16.000Z,19845110,10.31,$1/₦496.0,instant,10,0.31,NGN
65192,420,Rejected,46750,1,2020-08-06T14:06:31.000Z,2020-08-06T14:24:47.000Z,203070.81,4.18,$1/₦478.74,standard,0,4.18,
256397,400,Deleted,25914,7,2021-05-11T15:24:26.000Z,2021-05-11T15:25:11.000Z,199046,1.31,$1/₦496.0,instant,1,0.31,NGN
256398,50,Rejected,145840,3,2021-05-11T15:25:07.000Z,2021-05-11T15:25:45.000Z,25147.2,0.7,$1/₦496.0,standard,0,0.7,NGN
256399,50,Rejected,145840,1,2021-05-11T15:27:07.000Z,2021-05-11T15:29:16.000Z,25147.2,0.7,$1/₦496.0,standard,0,0.7,NGN
256509,20,Deleted,163956,7,2021-05-11T18:25:06.000Z,2021-05-11T18:25:13.000Z,10070,0.31,$1/₦496.0,standard,0,0.31,NGN
256400,400,Settlemented,25914,7,2021-05-11T15:27:41.000Z,2021-05-11T15:31:21.000Z,199046,1.31,$1/₦496.0,instant,1,0.31,NGN
256401,20,Deleted,166536,7,2021-05-11T15:28:01.000Z,2021-05-11T15:29:16.000Z,10070,0.31,$1/₦496.0,standard,0,0.31,NGN
256402,20,Deleted,163611,7,2021-05-11T15:29:30.000Z,2021-05-11T15:30:11.000Z,10070,0.31,$1/₦496.0,standard,0,0.31,NGN
256485,21,Settlemented,116712,7,2021-05-11T17:27:14.000Z,2021-05-12T17:23:34.000Z,10566,0.31,$1/₦496.0,standard,0,0.31,NGN
256403,100,Settlemented,50480,7,2021-05-11T15:31:25.000Z,2021-05-11T15:37:00.000Z,50246,1.31,$1/₦496.0,instant,1,0.31,NGN
256405,2000,Rejected,53920,1,2021-05-11T15:33:30.000Z,2021-05-11T15:34:16.000Z,994992,6.04,$1/₦496.0,instant,2,4.04,NGN
70943,20,Deleted,52243,4,2020-08-18T22:05:16.000Z,2020-08-18T22:48:42.000Z,20.58,0.58,,standard,0,0.58,
256407,195,Settlemented,97170,7,2021-05-11T15:34:42.000Z,2021-05-11T15:37:03.000Z,97366,1.31,$1/₦496.0,instant,1,0.31,NGN
256408,110,Settlemented,115466,7,2021-05-11T15:37:18.000Z,2021-05-11T15:39:01.000Z,55206,1.31,$1/₦496.0,instant,1,0.31,NGN
256410,50,Deleted,156114,7,2021-05-11T15:42:44.000Z,2021-05-11T15:44:17.000Z,24950,0.31,$1/₦496.0,standard,0,0.31,NGN
256499,200,Deleted,154445,7,2021-05-11T18:03:36.000Z,2021-05-11T18:04:19.000Z,99350,0.31,$1/₦496.0,standard,0,0.31,NGN
256411,80,Deleted,85419,1,2021-05-11T15:43:44.000Z,2021-05-11T15:44:17.000Z,40235.52,1.12,$1/₦496.0,standard,0,1.12,NGN
256412,145,Settlemented,94475,1,2021-05-11T15:44:07.000Z,2021-05-12T17:24:27.000Z,72926.88,2.03,$1/₦496.0,standard,0,2.03,NGN
256414,20,Deleted,9014,1,2021-05-11T15:44:37.000Z,2021-05-11T15:45:11.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256415,20,Settlemented,156114,1,2021-05-11T15:44:45.000Z,2021-05-12T17:24:05.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256416,20,Settlemented,9014,1,2021-05-11T15:45:14.000Z,2021-05-14T18:04:07.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256417,22,Deleted,160131,1,2021-05-11T15:45:16.000Z,2021-05-11T15:45:48.000Z,11560.77,1.31,$1/₦496.0,instant,1,0.31,NGN
256418,160,Deleted,78782,7,2021-05-11T15:47:33.000Z,2021-05-11T15:49:17.000Z,80006,1.31,$1/₦496.0,instant,1,0.31,NGN
256419,20,Settlemented,166525,1,2021-05-11T15:49:18.000Z,2021-05-12T17:24:31.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256420,101,Settlemented,49585,7,2021-05-11T15:49:53.000Z,2021-05-11T15:55:11.000Z,50742,1.31,$1/₦496.0,instant,1,0.31,NGN
256421,20,Deleted,165468,1,2021-05-11T15:49:54.000Z,2021-05-11T15:50:11.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
83352,1050,Settlemented,21562,7,2020-09-04T20:17:32.000Z,2020-09-08T16:26:04.000Z,466770,0.34,$1/₦444.4,standard,0,0.34,
256423,100,Settlemented,73928,7,2021-05-11T15:52:50.000Z,2021-05-11T15:55:28.000Z,50246,1.31,$1/₦496.0,instant,1,0.31,NGN
256424,600,Settlemented,101492,7,2021-05-11T15:55:00.000Z,2021-05-11T16:01:18.000Z,298246,1.31,$1/₦496.0,instant,1,0.31,NGN
256427,100,Settlemented,89612,7,2021-05-11T15:57:38.000Z,2021-05-11T16:00:15.000Z,50246,1.31,$1/₦496.0,instant,1,0.31,NGN
256428,25,Deleted,166386,1,2021-05-11T15:59:37.000Z,2021-05-11T16:00:12.000Z,12573.6,0.35,$1/₦496.0,standard,0,0.35,NGN
256430,20,Deleted,163106,1,2021-05-11T16:04:13.000Z,2021-05-11T16:04:17.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256431,310,Deleted,87044,7,2021-05-11T16:06:26.000Z,2021-05-11T16:06:45.000Z,153910,0.31,$1/₦496.0,standard,0,0.31,NGN
256738,20,Deleted,167106,1,2021-05-12T08:33:32.000Z,2021-05-12T08:34:32.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256432,700,Settlemented,101492,7,2021-05-11T16:07:52.000Z,2021-05-11T16:10:16.000Z,347846,1.31,$1/₦496.0,instant,1,0.31,NGN
256433,20,Settlemented,120855,1,2021-05-11T16:09:27.000Z,2021-05-11T16:10:45.000Z,10554.88,1.29,$1/₦496.0,instant,1,0.28,NGN
256686,20,Settlemented,147559,1,2021-05-12T05:09:23.000Z,2021-05-12T17:21:39.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256559,20,Deleted,166758,7,2021-05-11T19:58:48.000Z,2021-05-11T19:59:22.000Z,10070,0.31,$1/₦496.0,standard,0,0.31,NGN
256658,50,Deleted,148208,7,2021-05-12T00:04:05.000Z,2021-05-12T00:04:27.000Z,24950,0.31,$1/₦496.0,standard,0,0.31,NGN
256434,50,Settlemented,163448,7,2021-05-11T16:11:23.000Z,2021-05-12T17:24:02.000Z,24950,0.31,$1/₦496.0,standard,0,0.31,NGN
71004,60,Deleted,51288,4,2020-08-19T04:04:20.000Z,2020-08-19T04:48:44.000Z,61.74,1.74,,standard,0,1.74,
256435,100,Deleted,163162,2,2021-05-11T16:13:26.000Z,2021-05-11T16:14:17.000Z,50294.4,1.4,$1/₦496.0,standard,0,1.4,NGN
256728,2010,Deleted,53920,1,2021-05-12T08:06:46.000Z,2021-05-12T08:06:52.000Z,999956.96,6.05,$1/₦496.0,instant,2.02,4.04,NGN
256437,20,Settlemented,80456,1,2021-05-11T16:18:06.000Z,2021-05-12T17:23:59.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
65260,48.5,Rejected,48968,4,2020-08-06T15:55:19.000Z,2020-08-06T16:24:49.000Z,49.91,1.41,,standard,0,1.41,
256438,50,Settlemented,31567,7,2021-05-11T16:18:38.000Z,2021-05-11T16:20:31.000Z,25446,1.31,$1/₦496.0,instant,1,0.31,NGN
256441,20,Deleted,143869,1,2021-05-11T16:20:38.000Z,2021-05-11T16:20:48.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256442,270,Settlemented,101492,7,2021-05-11T16:20:50.000Z,2021-05-11T16:24:00.000Z,134566,1.31,$1/₦496.0,instant,1,0.31,NGN
74488,30,Rejected,53594,4,2020-08-25T13:47:34.000Z,2020-08-25T14:20:33.000Z,30.87,0.87,,standard,0,0.87,
256443,20,Deleted,143869,1,2021-05-11T16:21:11.000Z,2021-05-11T16:21:16.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256444,2000,Deleted,57813,7,2021-05-11T16:21:45.000Z,2021-05-11T16:21:46.000Z,993142,2.31,$1/₦496.0,instant,2,0.31,NGN
256445,100,Deleted,158440,7,2021-05-11T16:22:15.000Z,2021-05-11T16:24:18.000Z,50246,1.31,$1/₦496.0,instant,1,0.31,NGN
256691,30,Settlemented,167036,7,2021-05-12T05:58:15.000Z,2021-05-12T17:21:47.000Z,15030,0.31,$1/₦496.0,standard,0,0.31,NGN
256446,50,Deleted,123810,7,2021-05-11T16:23:52.000Z,2021-05-11T16:24:18.000Z,24950,0.31,$1/₦496.0,standard,0,0.31,NGN
83463,225,Settlemented,25908,1,2020-09-05T09:03:29.000Z,2020-09-05T09:04:25.000Z,101834.26,4.15,$1/₦444.4,instant,1,3.15,
256447,50,Deleted,123810,2,2021-05-11T16:25:17.000Z,2021-05-11T16:25:48.000Z,25147.2,0.7,$1/₦496.0,standard,0,0.7,NGN
256448,200,Deleted,166617,2,2021-05-11T16:25:25.000Z,2021-05-11T16:25:48.000Z,100588.8,2.8,$1/₦496.0,standard,0,2.8,NGN
71075,1000,Deleted,14518,4,2020-08-19T08:52:34.000Z,2020-08-19T09:48:46.000Z,1029,29,,standard,0,29,
256449,50,Settlemented,104604,7,2021-05-11T16:26:41.000Z,2021-05-11T16:28:36.000Z,25446,1.31,$1/₦496.0,instant,1,0.31,NGN
256450,20,Deleted,165468,1,2021-05-11T16:27:02.000Z,2021-05-11T16:29:18.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256452,1000,Deleted,166621,1,2021-05-11T16:31:10.000Z,2021-05-11T16:31:17.000Z,498000,4.04,$1/₦496.0,standard,0,4.04,NGN
69052,13000,Settlemented,38071,6,2020-08-14T13:04:03.000Z,2020-08-14T16:18:43.000Z,13000,0,,standard,0,0,
256455,1000,Settlemented,57813,7,2021-05-11T16:35:24.000Z,2021-05-11T16:38:31.000Z,496646,1.31,$1/₦496.0,instant,1,0.31,NGN
256456,20,Settlemented,64339,1,2021-05-11T16:40:19.000Z,2021-05-12T17:23:57.000Z,10058.88,0.28,$1/₦496.0,standard,0,0.28,NGN
256458,20,Deleted,137316,7,2021-05-11T16:43:40.000Z,2021-05-11T16:44:18.000Z,10566,1.31,$1/₦496.0,instant,1,0.31,NGN
256459,20,Deleted,158578,7,2021-05-11T16:44:47.000Z,2021-05-11T16:45:12.000Z,10070,0.31,$1/₦496.0,standard,0,0.31,NGN
256541,23,Deleted,113555,4,2021-05-11T19:30:23.000Z,2021-05-11T19:30:50.000Z,24.67,1.67,,instant,1,0.67,USD
256460,120,Deleted,49585,7,2021-05-11T16:46:40.000Z,2021-05-11T16:46:46.000Z,60166,1.31,$1/₦496.0,instant,1,0.31,NGN
24672,1500,Settlemented,746,6,2020-04-24T11:37:40.000Z,2020-04-24T16:30:32.000Z,1500,0,,standard,0,0,
65291,50,Rejected,50058,3,2020-08-06T17:09:42.000Z,2020-08-06T17:24:51.000Z,24272.12,0.71,$1/₦478.74,standard,0,0.71,
256461,20,Deleted,164583,7,2021-05-11T16:48:15.000Z,2021-05-11T16:49:18.000Z,10070,0.31,$1/₦496.0,standard,0,0.31,NGN
256462,25,Deleted,164583,4,2021-05-11T16:48:47.000Z,2021-05-11T16:49:18.000Z,25.73,0.73,,standard,0,0.73,USD
65298,75,Rejected,49995,4,2020-08-06T17:17:08.000Z,2020-08-06T17:24:50.000Z,77.18,2.18,,standard,0,2.18,
256463,20,Deleted,165428,4,2021-05-11T16:49:27.000Z,2021-05-11T16:50:12.000Z,20.58,0.58,,standard,0,0.58,USD
85781,2400,Settlemented,5495,6,2020-09-10T12:24:49.000Z,2020-09-10T15:44:18.000Z,2400,0,,standard,0,0,
256464,20,Settlemented,137316,7,2021-05-11T16:50:49.000Z,2021-05-11T16:52:56.000Z,10566,1.31,$1/₦496.0,instant,1,0.31,NGN
65295,20,Deleted,48128,1,2020-08-06T17:12:22.000Z,2020-08-06T17:24:50.000Z,9708.85,0.29,$1/₦478.74,standard,0,0.29,
